"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","64330972707","Guillen Esteban, Sergi","29/10/1993","Lara Luque, Hugo","+34 XXXXXXX","+34 XXXXXXX","sergi@mailintaor.com","Rey Romero, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","hugo@mailintaor.com","c/ de l'aviador Elsa Rey Romero","L'Armentera","Albanyà","sergi@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","74141649835","Robles Villanueva, Ana","07/11/1996","Rivera Carreras, Rayan","+34 XXXXXXX","+34 XXXXXXX","ana@mailintaor.com","Prieto Marcos, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Ferran Prieto Marcos","L'Armentera","Albanyà","ana@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","46691113828","Salas Rosell, Carlos","11/01/1992","Sanz Salvador, Nil","+34 XXXXXXX","+34 XXXXXXX","carlos@mailintaor.com","Andres Casado, Samuel","+34 XXXXZZZZ","+34 XXXXLLL","nil@mailintaor.com","c/ de l'aviador Samuel Andres Casado","L'Armentera","Albanyà","carlos@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","18073270838","Ortega Rosell, Lola","29/11/1999","Cabrera Gonzalez, Alexandra","+34 XXXXXXX","+34 XXXXXXX","lola@mailintaor.com","Benitez Iglesias, Nora","+34 XXXXZZZZ","+34 XXXXLLL","alexandra@mailintaor.com","c/ de l'aviador Nora Benitez Iglesias","L'Armentera","Albanyà","lola@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","59378852826","Ferrer Mateu, Antonio","26/11/1993","Miguel Delgado, Daniela","+34 XXXXXXX","+34 XXXXXXX","antonio@mailintaor.com","Bueno Soto, Ivet","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Ivet Bueno Soto","L'Armentera","Albanyà","antonio@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","72032867451","Castaño Cortes, Martina","16/12/1994","Ordoñez Busquets, Álvaro","+34 XXXXXXX","+34 XXXXXXX","martina@mailintaor.com","Hernandez Casanova, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Lucía Hernandez Casanova","L'Armentera","Albanyà","martina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","99590631371","Cabello Bertran, Nerea","26/12/1996","Leon Crespo, Antonio","+34 XXXXXXX","+34 XXXXXXX","nerea@mailintaor.com","Ruiz Calvo, Adrià","+34 XXXXZZZZ","+34 XXXXLLL","antonio@mailintaor.com","c/ de l'aviador Adrià Ruiz Calvo","L'Armentera","Albanyà","nerea@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","93867578975","Valencia Lazaro, Rayan","16/03/1992","Alvarez Pereira, Clara","+34 XXXXXXX","+34 XXXXXXX","rayan@mailintaor.com","Martos Izquierdo, Alan","+34 XXXXZZZZ","+34 XXXXLLL","clara@mailintaor.com","c/ de l'aviador Alan Martos Izquierdo","L'Armentera","Albanyà","rayan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","61341040638","Valencia Sala, Marwa","20/01/1999","Planas Ferrer, Joel","+34 XXXXXXX","+34 XXXXXXX","marwa@mailintaor.com","Puig Arenas, José","+34 XXXXZZZZ","+34 XXXXLLL","joel@mailintaor.com","c/ de l'aviador José Puig Arenas","L'Armentera","Albanyà","marwa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","70108752695","Caballero Domingo, Mar","25/12/1996","Lorente Escobar, Miguel","+34 XXXXXXX","+34 XXXXXXX","mar@mailintaor.com","Merino Gallego, Roger","+34 XXXXZZZZ","+34 XXXXLLL","miguel@mailintaor.com","c/ de l'aviador Roger Merino Gallego","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","82010854219","Gallego Caballero, Jaume","11/11/1994","Sala Alba, Adam","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Cortes Santamaria, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Sergi Cortes Santamaria","L'Armentera","Albanyà","jaume@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","66486298790","Serrano Prat, Judith","28/08/1992","Collado Vera, Marc","+34 XXXXXXX","+34 XXXXXXX","judith@mailintaor.com","Sanz Lorente, Ona","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Ona Sanz Lorente","L'Armentera","Albanyà","judith@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","80860069554","Capdevila Santamaria, Joel","23/04/1995","Marco Miralles, Ana","+34 XXXXXXX","+34 XXXXXXX","joel@mailintaor.com","Rivera Ramos, Queralt","+34 XXXXZZZZ","+34 XXXXLLL","ana@mailintaor.com","c/ de l'aviador Queralt Rivera Ramos","L'Armentera","Albanyà","joel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","90408870027","Guillen Mora, Carla","22/05/1996","Gimenez Sola, Inés","+34 XXXXXXX","+34 XXXXXXX","carla@mailintaor.com","Gimenez Rey, Guillem","+34 XXXXZZZZ","+34 XXXXLLL","ines@mailintaor.com","c/ de l'aviador Guillem Gimenez Rey","L'Armentera","Albanyà","carla@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","70193294903","Cuenca Rivera, Nerea","08/03/1994","Valle Miralles, Alan","+34 XXXXXXX","+34 XXXXXXX","nerea@mailintaor.com","Hidalgo Ortega, Inés","+34 XXXXZZZZ","+34 XXXXLLL","alan@mailintaor.com","c/ de l'aviador Inés Hidalgo Ortega","L'Armentera","Albanyà","nerea@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","69827414625","Heredia Cardona, Clara","23/11/1998","Camacho Vega, Pablo","+34 XXXXXXX","+34 XXXXXXX","clara@mailintaor.com","Arias Moya, Malak","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Malak Arias Moya","L'Armentera","Albanyà","clara@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","18170965857","Gallego Avila, Mariona","16/12/1992","Amaya Rovira, Anna","+34 XXXXXXX","+34 XXXXXXX","mariona@mailintaor.com","Guerra Hurtado, Quim","+34 XXXXZZZZ","+34 XXXXLLL","anna@mailintaor.com","c/ de l'aviador Quim Guerra Hurtado","L'Armentera","Albanyà","mariona@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","68296540077","Arenas Perez, Erik","23/09/1998","Izquierdo Bravo, Mar","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Casanovas Avila, Nora","+34 XXXXZZZZ","+34 XXXXLLL","mar@mailintaor.com","c/ de l'aviador Nora Casanovas Avila","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","60907814299","Esteban Royo, Gisela","16/06/1993","Moya Soto, Aitana","+34 XXXXXXX","+34 XXXXXXX","gisela@mailintaor.com","Ribas Montoya, Javier","+34 XXXXZZZZ","+34 XXXXLLL","aitana@mailintaor.com","c/ de l'aviador Javier Ribas Montoya","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","33692778862","Soriano Garrido, Gerard","02/02/1990","Rey Ramon, Miquel","+34 XXXXXXX","+34 XXXXXXX","gerard@mailintaor.com","Campos Saez, Elena","+34 XXXXZZZZ","+34 XXXXLLL","miquel@mailintaor.com","c/ de l'aviador Elena Campos Saez","L'Armentera","Albanyà","gerard@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","75562006691","Iglesias Borras, Blanca","13/05/1997","Rueda Guerrero, Ariadna","+34 XXXXXXX","+34 XXXXXXX","blanca@mailintaor.com","Serrano Diez, Laia","+34 XXXXZZZZ","+34 XXXXLLL","ariadna@mailintaor.com","c/ de l'aviador Laia Serrano Diez","L'Armentera","Albanyà","blanca@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","63092378364","Marcos Ortega, Ainhoa","02/09/1997","Pardo Ruiz, Abril","+34 XXXXXXX","+34 XXXXXXX","ainhoa@mailintaor.com","Costa Pla, Marcos","+34 XXXXZZZZ","+34 XXXXLLL","abril@mailintaor.com","c/ de l'aviador Marcos Costa Pla","L'Armentera","Albanyà","ainhoa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","16207780733","Rivas Alcaraz, Pol","30/08/1990","Silva Contreras, Sara","+34 XXXXXXX","+34 XXXXXXX","pol@mailintaor.com","Jimenez Sole, Lucas","+34 XXXXZZZZ","+34 XXXXLLL","sara@mailintaor.com","c/ de l'aviador Lucas Jimenez Sole","L'Armentera","Albanyà","pol@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","94130655035","Garriga Pardo, Guillem","11/10/1993","Martin Casado, Marc","+34 XXXXXXX","+34 XXXXXXX","guillem@mailintaor.com","Torres Rueda, Helena","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Helena Torres Rueda","L'Armentera","Albanyà","guillem@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","28679603422","Calvo Bernal, Mariona","21/12/1993","Campos Cortes, Blanca","+34 XXXXXXX","+34 XXXXXXX","mariona@mailintaor.com","Pascual Castaño, Clara","+34 XXXXZZZZ","+34 XXXXLLL","blanca@mailintaor.com","c/ de l'aviador Clara Pascual Castaño","L'Armentera","Albanyà","mariona@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","54268779400","Requena Vila, Rayan","03/03/1993","Sans Escudero, Eloi","+34 XXXXXXX","+34 XXXXXXX","rayan@mailintaor.com","Sole Cardona, Mar","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Mar Sole Cardona","L'Armentera","Albanyà","rayan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","42870854297","Padilla Miro, Emma","04/03/1997","Santamaria Ventura, Ainara","+34 XXXXXXX","+34 XXXXXXX","emma@mailintaor.com","Soto Borras, Pau","+34 XXXXZZZZ","+34 XXXXLLL","ainara@mailintaor.com","c/ de l'aviador Pau Soto Borras","L'Armentera","Albanyà","emma@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","69839666120","Roldan Marin, Alejandro","07/12/1995","Gallego Sancho, Quim","+34 XXXXXXX","+34 XXXXXXX","alejandro@mailintaor.com","Saez Torrent, Diego","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Diego Saez Torrent","L'Armentera","Albanyà","alejandro@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","32134801646","Mateo Villanueva, Mar","16/02/1996","Mir Cuenca, Dídac","+34 XXXXXXX","+34 XXXXXXX","mar@mailintaor.com","Heredia Abad, Blanca","+34 XXXXZZZZ","+34 XXXXLLL","didac@mailintaor.com","c/ de l'aviador Blanca Heredia Abad","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","93269527104","Delgado Segura, Adam","15/07/1992","Aguilar Casas, Laia","+34 XXXXXXX","+34 XXXXXXX","adam@mailintaor.com","Gil Ponce, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","laia@mailintaor.com","c/ de l'aviador Carlota Gil Ponce","L'Armentera","Albanyà","adam@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","67835246276","Segura Roldan, Leire","20/10/1990","Linares Sanchez, Marwa","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Aranda Peña, Joan","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Joan Aranda Peña","L'Armentera","Albanyà","leire@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","61360743796","Carmona Bonet, Bruno","26/02/1998","Hurtado Maldonado, Abril","+34 XXXXXXX","+34 XXXXXXX","bruno@mailintaor.com","Puig Nadal, Joana","+34 XXXXZZZZ","+34 XXXXLLL","abril@mailintaor.com","c/ de l'aviador Joana Puig Nadal","L'Armentera","Albanyà","bruno@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","33032870674","Valle Maldonado, Arnau","18/09/1994","Ibañez Rico, Eloi","+34 XXXXXXX","+34 XXXXXXX","arnau@mailintaor.com","Arroyo Castaño, Arnau","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Arnau Arroyo Castaño","L'Armentera","Albanyà","arnau@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","76406629532","Aguilera Marin, Adrián","30/01/1991","Luna Santos, Blanca","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Bertran Fuentes, Leire","+34 XXXXZZZZ","+34 XXXXLLL","blanca@mailintaor.com","c/ de l'aviador Leire Bertran Fuentes","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","45895363401","Villanueva Costa, Oriol","05/06/1991","Cabello Ponce, Izan","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Arenas Figueras, Joana","+34 XXXXZZZZ","+34 XXXXLLL","izan@mailintaor.com","c/ de l'aviador Joana Arenas Figueras","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","71292768702","Fuentes Sierra, Queralt","07/03/1994","Lorenzo Romero, Adriana","+34 XXXXXXX","+34 XXXXXXX","queralt@mailintaor.com","Hernandez Leon, Iris","+34 XXXXZZZZ","+34 XXXXLLL","adriana@mailintaor.com","c/ de l'aviador Iris Hernandez Leon","L'Armentera","Albanyà","queralt@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","16830263876","Guillen Reyes, Roc","16/11/1996","Domingo Castillo, Laia","+34 XXXXXXX","+34 XXXXXXX","roc@mailintaor.com","Pozo Rovira, Izan","+34 XXXXZZZZ","+34 XXXXLLL","laia@mailintaor.com","c/ de l'aviador Izan Pozo Rovira","L'Armentera","Albanyà","roc@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","98991595549","Guzman Delgado, Daniel","11/09/1994","Andres Pallares, Isaac","+34 XXXXXXX","+34 XXXXXXX","daniel@mailintaor.com","Tomas Cabello, Pablo","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Pablo Tomas Cabello","L'Armentera","Albanyà","daniel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","31662287050","Rosell Carreras, Lucía","19/01/1997","Rubio Rivera, Aitana","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Carmona Martin, Samuel","+34 XXXXZZZZ","+34 XXXXLLL","aitana@mailintaor.com","c/ de l'aviador Samuel Carmona Martin","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","60184175126","Borras Guerra, Adrián","05/04/1992","Marti Asensio, Gabriel","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Camacho Abad, Carla","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Carla Camacho Abad","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","21600988392","Asensio Rojas, Alejandro","23/02/1994","Requena Marcos, Diego","+34 XXXXXXX","+34 XXXXXXX","alejandro@mailintaor.com","Castro Miralles, Ona","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Ona Castro Miralles","L'Armentera","Albanyà","alejandro@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","69186904236","Galvez Rios, Leyre","03/04/1999","Esteban Rius, Judit","+34 XXXXXXX","+34 XXXXXXX","leyre@mailintaor.com","Miralles Sierra, Mireia","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Mireia Miralles Sierra","L'Armentera","Albanyà","leyre@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","38881532001","Sola Palau, Marwa","16/11/1991","Leon Casado, Jan","+34 XXXXXXX","+34 XXXXXXX","marwa@mailintaor.com","Marti Ruiz, Marc","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador Marc Marti Ruiz","L'Armentera","Albanyà","marwa@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","41901182053","Mata Muñoz, Martí","28/11/1990","Pujol Vidal, Iris","+34 XXXXXXX","+34 XXXXXXX","marti@mailintaor.com","Llorens Planas, Max","+34 XXXXZZZZ","+34 XXXXLLL","iris@mailintaor.com","c/ de l'aviador Max Llorens Planas","L'Armentera","Albanyà","marti@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","83712083949","Nieto Lorente, Rayan","19/10/1998","Aguilar Bernal, Aitana","+34 XXXXXXX","+34 XXXXXXX","rayan@mailintaor.com","Pallares Merino, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","aitana@mailintaor.com","c/ de l'aviador Miquel Pallares Merino","L'Armentera","Albanyà","rayan@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","84411703001","Ruiz Pardo, Pablo","11/02/1994","Esteban Oliver, Mireia","+34 XXXXXXX","+34 XXXXXXX","pablo@mailintaor.com","Costa Casanova, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Rayan Costa Casanova","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","38110296380","Segura Pujol, Iker","04/07/1996","Vera Arias, Nora","+34 XXXXXXX","+34 XXXXXXX","iker@mailintaor.com","Andres Quesada, Noa","+34 XXXXZZZZ","+34 XXXXLLL","nora@mailintaor.com","c/ de l'aviador Noa Andres Quesada","L'Armentera","Albanyà","iker@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","61499065282","Requena Mendez, Ivet","07/11/1994","Hernandez Castells, Xavi","+34 XXXXXXX","+34 XXXXXXX","ivet@mailintaor.com","Caballero Domenech, Marta","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Marta Caballero Domenech","L'Armentera","Albanyà","ivet@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","68355527027","Galan Pascual, Ian","24/08/1999","Perez Codina, Carla","+34 XXXXXXX","+34 XXXXXXX","ian@mailintaor.com","Mora Rueda, Xavier","+34 XXXXZZZZ","+34 XXXXLLL","carla@mailintaor.com","c/ de l'aviador Xavier Mora Rueda","L'Armentera","Albanyà","ian@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","33009600856","Ventura Exposito, Bruno","08/04/1995","Lara Guerra, Bruno","+34 XXXXXXX","+34 XXXXXXX","bruno@mailintaor.com","Galvez Mesa, Eloi","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Eloi Galvez Mesa","L'Armentera","Albanyà","bruno@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","43314286471","Castro Casanova, Laia","28/11/1994","Ortega Mir, Ariadna","+34 XXXXXXX","+34 XXXXXXX","laia@mailintaor.com","Contreras Andreu, Eloi","+34 XXXXZZZZ","+34 XXXXLLL","ariadna@mailintaor.com","c/ de l'aviador Eloi Contreras Andreu","L'Armentera","Albanyà","laia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","78006788411","Valverde Lorenzo, Ismael","26/02/1997","Castaño Navarro, Oriol","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Torrent Flores, Alejandro","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Alejandro Torrent Flores","L'Armentera","Albanyà","ismael@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","14862952273","Dalmau Valverde, Unai","25/03/1999","Mateo Lara, Ona","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Jurado Estrada, Daniela","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Daniela Jurado Estrada","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","56351883447","Andreu Castaño, Bruna","17/08/1991","Ruiz Ramirez, Pol","+34 XXXXXXX","+34 XXXXXXX","bruna@mailintaor.com","Rico Quintana, Carlos","+34 XXXXZZZZ","+34 XXXXLLL","pol@mailintaor.com","c/ de l'aviador Carlos Rico Quintana","L'Armentera","Albanyà","bruna@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","89783295209","Palau Cabrera, Sara","22/03/1999","Sanchez Pereira, Abril","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Segura Rius, Gisela","+34 XXXXZZZZ","+34 XXXXLLL","abril@mailintaor.com","c/ de l'aviador Gisela Segura Rius","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","68536889770","Mendez Sala, Carlota","08/11/1994","Garriga Lorenzo, Albert","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Alcaraz Benito, Iris","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Iris Alcaraz Benito","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","56699433255","Linares Garcia, Gabriel","24/11/1997","Diaz Benito, Jordi","+34 XXXXXXX","+34 XXXXXXX","gabriel@mailintaor.com","Nuñez Sole, Adam","+34 XXXXZZZZ","+34 XXXXLLL","jordi@mailintaor.com","c/ de l'aviador Adam Nuñez Sole","L'Armentera","Albanyà","gabriel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","90770888900","Rey Torrent, Daniela","06/02/1998","Costa Vicente, Carlota","+34 XXXXXXX","+34 XXXXXXX","daniela@mailintaor.com","Pastor Rubio, Bernat","+34 XXXXZZZZ","+34 XXXXLLL","carlota@mailintaor.com","c/ de l'aviador Bernat Pastor Rubio","L'Armentera","Albanyà","daniela@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","54358600567","Alonso Torres, Berta","12/09/1995","Carrasco Alarcon, Clara","+34 XXXXXXX","+34 XXXXXXX","berta@mailintaor.com","Casanova Carbonell, Hugo","+34 XXXXZZZZ","+34 XXXXLLL","clara@mailintaor.com","c/ de l'aviador Hugo Casanova Carbonell","L'Armentera","Albanyà","berta@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","31777214867","Planas Santamaria, Malak","18/09/1998","Roman Parra, Mario","+34 XXXXXXX","+34 XXXXXXX","malak@mailintaor.com","Bertran Mateu, Xavier","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Xavier Bertran Mateu","L'Armentera","Albanyà","malak@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","18652365584","Asensio Saez, Malak","07/07/1995","Salvador Sanz, Lluc","+34 XXXXXXX","+34 XXXXXXX","malak@mailintaor.com","Bernal Rius, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Lucía Bernal Rius","L'Armentera","Albanyà","malak@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","21295297027","Pardo Blanch, Joana","15/09/1993","Pereira Mora, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","joana@mailintaor.com","Moreno Calderon, Ona","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Ona Moreno Calderon","L'Armentera","Albanyà","joana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","87595546232","Herrera Costa, Víctor","14/01/1990","Villanueva Lozano, Adrià","+34 XXXXXXX","+34 XXXXXXX","victor@mailintaor.com","Prats Andres, Pablo","+34 XXXXZZZZ","+34 XXXXLLL","adria@mailintaor.com","c/ de l'aviador Pablo Prats Andres","L'Armentera","Albanyà","victor@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","60803370694","Dalmau Roca, Ainara","31/05/1997","Cardona Peña, Jordi","+34 XXXXXXX","+34 XXXXXXX","ainara@mailintaor.com","Sala Valero, Roger","+34 XXXXZZZZ","+34 XXXXLLL","jordi@mailintaor.com","c/ de l'aviador Roger Sala Valero","L'Armentera","Albanyà","ainara@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","65669407029","Singh Silva, Iris","17/04/1993","Valls Alonso, Adrián","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Marcos Pozo, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","adrian@mailintaor.com","c/ de l'aviador Ayman Marcos Pozo","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","72059691099","Alvarez Salas, José","06/02/1990","Castells Cuenca, Miquel","+34 XXXXXXX","+34 XXXXXXX","jose@mailintaor.com","Vidal Blanch, Carlos","+34 XXXXZZZZ","+34 XXXXLLL","miquel@mailintaor.com","c/ de l'aviador Carlos Vidal Blanch","L'Armentera","Albanyà","jose@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","37511695076","Quintana Villar, Xavier","15/03/1993","Mateo Rivas, Marwa","+34 XXXXXXX","+34 XXXXXXX","xavier@mailintaor.com","Sans Hernandez, Queralt","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Queralt Sans Hernandez","L'Armentera","Albanyà","xavier@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","26009725491","Bernal Castaño, Izan","16/12/1997","Pons Suarez, Ismael","+34 XXXXXXX","+34 XXXXXXX","izan@mailintaor.com","Abad Avila, Daniel","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Daniel Abad Avila","L'Armentera","Albanyà","izan@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","41427118624","Pallares Prieto, Mireia","31/03/1990","Izquierdo Andres, Cristina","+34 XXXXXXX","+34 XXXXXXX","mireia@mailintaor.com","Cuenca Vazquez, Carla","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Carla Cuenca Vazquez","L'Armentera","Albanyà","mireia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","89957313650","Singh Codina, Nora","01/11/1997","Murillo Jimenez, Alan","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Pastor Ibañez, Leyre","+34 XXXXZZZZ","+34 XXXXLLL","alan@mailintaor.com","c/ de l'aviador Leyre Pastor Ibañez","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
